basin,date,year,daily_basin_avg_in,daily_max_bin_in
Bexar,2002-04-15,2002,2.3462249729804221e-4,0.019685
Bexar,2002-04-16,2002,0.13870863799195357,0.299212
Bexar,2002-04-17,2002,0.6637692295287351,2.499995
Bexar,2002-04-18,2002,0,0
Bexar,2002-04-19,2002,0.001677751982035934,0.043307000000000005
Bexar,2002-04-20,2002,0.001218665929233259,0.031496
Bexar,2002-04-21,2002,4.624198360703364e-4,0.031496
Bexar,2002-04-22,2002,0.0011205212178611271,0.031496
Bexar,2002-04-23,2002,6.739253154210222e-4,0.043307000000000005
Bexar,2002-04-24,2002,0,0
Bexar,2002-04-25,2002,0.0029154452310119284,0.051181000000000004
Bexar,2002-04-26,2002,0.011202316296647167,0.074803
Bexar,2002-04-27,2002,0.0010308139681252328,0.035433000000000006
Bexar,2002-04-28,2002,0,0
Bexar,2002-04-29,2002,0,0
Bexar,2002-04-30,2002,0,0
Bexar,2002-05-01,2002,0,0
Bexar,2002-05-02,2002,0,0
Bexar,2002-05-03,2002,0,0
Bexar,2002-05-04,2002,0,0
Bexar,2002-05-05,2002,0,0
Bexar,2002-05-06,2002,0,0
Bexar,2002-05-07,2002,0,0
Bexar,2002-05-08,2002,3.0469581652548005e-4,0.015748
Bexar,2002-05-09,2002,0,0
Bexar,2002-05-10,2002,0,0
Bexar,2002-05-11,2002,0,0
Bexar,2002-05-12,2002,2.2107997675191907e-6,0.003937
Bexar,2002-05-13,2002,0.022605499351604552,0.19291300000000003
Bexar,2002-05-14,2002,0.1461686220415817,0.401574
Bexar,2002-05-15,2002,0,0
Bexar,2002-05-16,2002,0,0
Bexar,2002-05-17,2002,0.7743108336545871,2.145665
Bexar,2002-05-18,2002,0.017137950754639596,0.059055
Bexar,2002-05-19,2002,0,0
Bexar,2002-05-20,2002,0,0
Bexar,2002-05-21,2002,0,0
Bexar,2002-05-22,2002,0,0
Bexar,2002-05-23,2002,0,0
Bexar,2002-05-24,2002,0,0
Bexar,2002-05-25,2002,0,0
Bexar,2002-05-26,2002,1.0236050593156716,2.078736
Bexar,2002-05-27,2002,0,0
Bexar,2002-05-28,2002,0.03860786727869279,0.21259800000000004
Bexar,2002-05-29,2002,0,0
Bexar,2002-05-30,2002,0.002360261475892309,0.07086600000000001
Bexar,2002-05-31,2002,NA,0
Bexar,2002-06-01,2002,0,0
Bexar,2002-06-02,2002,0,0
Bexar,2002-06-03,2002,0,0
Bexar,2002-06-04,2002,0,0
Bexar,2002-06-05,2002,3.757093026700964e-4,0.019685
Bexar,2002-06-06,2002,0.01451075817431827,0.259842
Bexar,2002-06-07,2002,1.0250231687474086e-4,0.019685
Bexar,2002-06-08,2002,0.06941867004461703,0.496062
Bexar,2002-06-09,2002,0.00379810348284296,0.09842500000000001
Bexar,2002-06-10,2002,0.025256754190965427,0.19685000000000002
Bexar,2002-06-11,2002,0,0
Bexar,2002-06-12,2002,0,0
Bexar,2002-06-13,2002,0,0
Bexar,2002-06-14,2002,0,0
Bexar,2002-06-15,2002,2.0109243110105537e-4,0.019685
Bexar,2002-06-16,2002,0.0316546437800501,0.38582600000000006
Bexar,2002-06-17,2002,0,0
Bexar,2002-06-18,2002,0,0
Bexar,2002-06-19,2002,0,0
Bexar,2002-06-20,2002,0.03767842195160399,0.19291300000000003
Bexar,2002-06-21,2002,0.013679366127453482,0.220472
Bexar,2002-06-22,2002,0.0011833805961876448,0.08267700000000001
Bexar,2002-06-23,2002,1.9277489370560284e-4,0.003937
Bexar,2002-06-24,2002,0,0
Bexar,2002-06-25,2002,0,0
Bexar,2002-06-26,2002,0.0018983062513999401,0.37401500000000004
Bexar,2002-06-27,2002,0.15518160211158769,1.1417300000000001
Bexar,2002-06-28,2002,0.03132724892502973,0.5433060000000001
Bexar,2002-06-29,2002,0.09114858151813793,1.216533
Bexar,2002-06-30,2002,0.8515745113625799,2.366137
Bexar,2002-07-01,2002,3.8374442539309257,5.370068000000001
Bexar,2002-07-02,2002,8.511839695935635,13.051155000000001
Bexar,2002-07-03,2002,6.981152185178472,11.751945000000001
Bexar,2002-07-04,2002,3.2630649689097995,5.783453000000001
Bexar,2002-07-05,2002,2.9436940135356826,5.15747
Bexar,2002-07-06,2002,0.6364629290853646,1.291336
Bexar,2002-07-07,2002,0.03078674244055681,0.350393
Bexar,2002-07-08,2002,0.01717058089989851,0.248031
Bexar,2002-07-09,2002,0.09783247758063178,0.9763760000000001
Bexar,2002-07-10,2002,0.2896152163512661,1.334643
Bexar,2002-07-11,2002,0,0
Bexar,2002-07-12,2002,0,0
Bexar,2002-07-13,2002,0.01124146172376376,0.47244
Bexar,2002-07-14,2002,0.9471784725199269,2.8976319999999998
Bexar,2002-07-15,2002,0.12637759787239952,1.027557
Bexar,2002-07-16,2002,0.9275165929206577,2.807081
Bexar,2002-07-17,2002,0.33118211610660986,0.6929120000000001
Bexar,2002-07-18,2002,0.7339301779712449,1.393698
Bexar,2002-07-19,2002,0,0
Bexar,2002-07-20,2002,0,0
Bexar,2002-07-21,2002,4.433395849109638e-5,0.011811
Bexar,2002-07-22,2002,3.321324156621557e-4,0.015748
Bexar,2002-07-23,2002,0,0
Bexar,2002-07-24,2002,0,0
Bexar,2002-07-25,2002,0,0
Bexar,2002-07-26,2002,0,0
Bexar,2002-07-27,2002,0,0
Bexar,2002-07-28,2002,0,0
Bexar,2002-07-29,2002,0,0
Bexar,2002-07-30,2002,0.0893152446607451,0.456692
Bexar,2002-07-31,2002,0,0
Bexar,2002-08-01,2002,0,0
Bexar,2002-08-02,2002,0,0
Bexar,2002-08-03,2002,0,0
Bexar,2002-08-04,2002,5.776344561752783e-4,0.015748
Bexar,2002-08-05,2002,8.335145011311449e-4,0.035433000000000006
Bexar,2002-08-06,2002,0.08932331395212789,0.547243
Bexar,2002-08-07,2002,0,0
Bexar,2002-08-08,2002,5.885322664204028e-4,0.035433000000000006
Bexar,2002-08-09,2002,0.21668546055743862,0.767715
Bexar,2002-08-10,2002,0.048224072524281826,0.42913300000000004
Bexar,2002-08-11,2002,0.5383540892689177,1.7244059999999999
Bexar,2002-08-12,2002,0,0
Bexar,2002-08-13,2002,0,0
Bexar,2002-08-14,2002,0,0
Bexar,2002-08-15,2002,0,0
Bexar,2002-08-16,2002,0,0
Bexar,2002-08-17,2002,0,0
Bexar,2002-08-18,2002,0,0
Bexar,2002-08-19,2002,0,0
Bexar,2002-08-20,2002,0,0
Bexar,2002-08-21,2002,0,0
Bexar,2002-08-22,2002,0,0
Bexar,2002-08-23,2002,5.9111944654795174e-5,0.015748
Bexar,2002-08-24,2002,0,0
Bexar,2002-08-25,2002,0,0
Bexar,2002-08-26,2002,0,0
Bexar,2002-08-27,2002,0,0
Bexar,2002-08-28,2002,0,0
Bexar,2002-08-29,2002,0.0023919439298267743,0.11811
Bexar,2002-08-30,2002,0.7167714088410804,2.0866100000000003
Bexar,2002-08-31,2002,0,0
Bexar,2002-09-01,2002,0.0017280824359886615,0.03937
Bexar,2002-09-02,2002,0,0
Bexar,2002-09-03,2002,0.0015514498918236307,0.035433000000000006
Bexar,2002-09-04,2002,0,0
Bexar,2002-09-05,2002,0,0
Bexar,2002-09-06,2002,7.673839438854278e-6,0.035433000000000006
Bexar,2002-09-07,2002,0.12716785431385266,0.299212
Bexar,2002-09-08,2002,2.5928443285916383,3.968496
Bexar,2002-09-09,2002,0.8160817535805867,1.606296
Bexar,2002-09-10,2002,1.0841548908907233,2.6929080000000005
Bexar,2002-09-11,2002,0,0
Bexar,2002-09-12,2002,0,0
Bexar,2002-09-13,2002,0,0
Bexar,2002-09-14,2002,0,0
Bexar,2002-09-15,2002,0,0
Bexar,2002-09-16,2002,0.2062970220383322,0.59055
Bexar,2002-09-17,2002,0.18788870169160846,0.37401500000000004
Bexar,2002-09-18,2002,0,0
Bexar,2002-09-19,2002,0,0
Bexar,2002-09-20,2002,0.9061457815853078,3.074797
Bexar,2002-09-21,2002,0,0
Bexar,2002-09-22,2002,0,0
Bexar,2002-09-23,2002,0,0
Bexar,2002-09-24,2002,0,0
Bexar,2002-09-25,2002,0,0
Bexar,2002-09-26,2002,0,0
Bexar,2002-09-27,2002,0,0
Bexar,2002-09-28,2002,0,0
Bexar,2002-09-29,2002,0,0
Bexar,2002-09-30,2002,0,0
Bexar,2002-10-01,2002,0.006804838402209962,0.07874
Bexar,2002-10-02,2002,0,0
Bexar,2002-10-03,2002,0,0
Bexar,2002-10-04,2002,0,0
Bexar,2002-10-05,2002,0,0
Bexar,2002-10-06,2002,0.002741718900014181,0.03937
Bexar,2002-10-07,2002,0,0
Bexar,2002-10-08,2002,0.2894678587341314,1.236218
Bexar,2002-10-09,2002,2.114797002532164,3.566922
Bexar,2002-10-10,2002,0.33704280615621773,1.0748010000000001
Bexar,2002-10-11,2002,0,0
Bexar,2002-10-12,2002,0,0
Bexar,2002-10-13,2002,0,0
Bexar,2002-10-14,2002,0.012003712595636174,0.397637
Bexar,2002-10-15,2002,0.06084091977073702,0.15748
Bexar,2002-10-16,2002,0,0
Bexar,2002-10-17,2002,0,0
Bexar,2002-10-18,2002,0,0
Bexar,2002-10-19,2002,0.17821977126031194,0.555117
Bexar,2002-10-20,2002,0.401653302205883,1.094486
Bexar,2002-10-21,2002,0.1181879751399782,0.602361
Bexar,2002-10-22,2002,0.38106115819339476,0.9960610000000001
Bexar,2002-10-23,2002,1.3818518717423844,2.1102320000000003
Bexar,2002-10-24,2002,0.3613571056856301,0.767715
Bexar,2002-10-25,2002,2.36350633248749,4.307078000000001
Bexar,2002-10-26,2002,0.0011782351953007473,0.031496
Bexar,2002-10-27,2002,0.0028040180939906756,0.023622
Bexar,2002-10-28,2002,0.006660234841562102,0.031496
Bexar,2002-10-29,2002,0.005621135600480369,0.059055
Bexar,2002-10-30,2002,0,0
Bexar,2002-10-31,2002,0,0
Bexar,2002-11-01,2002,3.055621199112641e-4,0.03937
Bexar,2002-11-02,2002,0.019446800771591773,0.07086600000000001
Bexar,2002-11-03,2002,0.2657033613035346,0.62992
Bexar,2002-11-04,2002,3.339157321845442e-4,0.019685
Bexar,2002-11-05,2002,0.7167521717476286,1.704721
Bexar,2002-11-06,2002,0,0
Bexar,2002-11-07,2002,0,0
Bexar,2002-11-08,2002,0,0
Bexar,2002-11-09,2002,0,0
Bexar,2002-11-10,2002,0,0
Bexar,2002-11-11,2002,0,0
Bexar,2002-11-12,2002,0,0
Bexar,2002-11-13,2002,0,0
Bexar,2002-11-14,2002,0,0
Bexar,2002-11-15,2002,0,0
Bexar,2002-11-16,2002,0,0
Bexar,2002-11-17,2002,0,0
Bexar,2002-11-18,2002,0,0
Bexar,2002-11-19,2002,0,0
Bexar,2002-11-20,2002,0,0
Bexar,2002-11-21,2002,0,0
Bexar,2002-11-22,2002,0,0
Bexar,2002-11-23,2002,0,0
Bexar,2002-11-24,2002,0,0
Bexar,2002-11-25,2002,0,0
Bexar,2002-11-26,2002,0.2683325270842357,0.700786
Bexar,2002-11-27,2002,0.002861416997161337,0.03937
Bexar,2002-11-28,2002,0,0
Bexar,2002-11-29,2002,0,0
Bexar,2002-11-30,2002,0,0
Bexar,2002-12-01,2002,0,0
Bexar,2002-12-02,2002,0,0
Bexar,2002-12-03,2002,0,0
Bexar,2002-12-04,2002,0.33656306107984224,0.7244079999999999
Bexar,2002-12-05,2002,0.0762685147929345,0.15748
Bexar,2002-12-06,2002,0,0
Bexar,2002-12-07,2002,0,0
Bexar,2002-12-08,2002,0,0
Bexar,2002-12-09,2002,0.5935182674888873,1.2716509999999999
Bexar,2002-12-10,2002,0.056819269132967976,0.23228300000000002
Bexar,2002-12-11,2002,0,0
Bexar,2002-12-12,2002,0,0
Bexar,2002-12-13,2002,0.3277284437836818,0.901573
Bexar,2002-12-14,2002,0,0
Bexar,2002-12-15,2002,0,0
Bexar,2002-12-16,2002,0,0
Bexar,2002-12-17,2002,0,0
Bexar,2002-12-18,2002,0,0
Bexar,2002-12-19,2002,0,0
Bexar,2002-12-20,2002,0,0
Bexar,2002-12-21,2002,0,0
Bexar,2002-12-22,2002,0,0
Bexar,2002-12-23,2002,0.5451209843572135,1.6929100000000001
Bexar,2002-12-24,2002,0.5723396174606294,1.25984
Bexar,2002-12-25,2002,0,0
Bexar,2002-12-26,2002,0,0
Bexar,2002-12-27,2002,0,0
Bexar,2002-12-28,2002,0,0
Bexar,2002-12-29,2002,0,0
Bexar,2002-12-30,2002,0.003184087196401224,0.031496
Bexar,2002-12-31,2002,0.3585019170920138,1.106297
Blanco,2002-01-01,2002,0,0
Blanco,2002-01-02,2002,0,0
Blanco,2002-01-03,2002,0,0
Blanco,2002-01-04,2002,0,0
Blanco,2002-01-05,2002,0.6083810299333826,1.0748010000000001
Blanco,2002-01-06,2002,0.043783520887309434,0.38582600000000006
Blanco,2002-01-07,2002,0,0
Blanco,2002-01-08,2002,0,0
Blanco,2002-01-09,2002,0,0
Blanco,2002-01-10,2002,0,0
Blanco,2002-01-11,2002,0,0
Blanco,2002-01-12,2002,0,0
Blanco,2002-01-13,2002,0,0
Blanco,2002-01-14,2002,0,0
Blanco,2002-01-15,2002,0,0
Blanco,2002-01-16,2002,0,0
Blanco,2002-01-17,2002,0,0
Blanco,2002-01-18,2002,0,0
Blanco,2002-01-19,2002,4.4863294001612643e-4,0.031496
Blanco,2002-01-20,2002,0.0012090959588622707,0.023622
Blanco,2002-01-21,2002,0,0
Blanco,2002-01-22,2002,0,0
Blanco,2002-01-23,2002,4.0827022640525145e-4,0.019685
Blanco,2002-01-24,2002,0,0
Blanco,2002-01-25,2002,0.029403525275049552,0.200787
Blanco,2002-01-26,2002,0,0
Blanco,2002-01-27,2002,0,0
Blanco,2002-01-28,2002,0,0
Blanco,2002-01-29,2002,0,0
Blanco,2002-01-30,2002,0,0
Blanco,2002-01-31,2002,2.0718706320468964e-4,0.019685
Blanco,2002-02-01,2002,0.10436543852550176,0.8503920000000001
Blanco,2002-02-02,2002,0.0020507773541668137,0.094488
Blanco,2002-02-03,2002,0,0
Blanco,2002-02-04,2002,0,0
Blanco,2002-02-05,2002,0.004537217942719785,0.023622
Blanco,2002-02-06,2002,0.2927917002021395,0.6811010000000001
Blanco,2002-02-07,2002,0,0
Blanco,2002-02-08,2002,0,0
Blanco,2002-02-09,2002,0,0
Blanco,2002-02-10,2002,0,0
Blanco,2002-02-11,2002,0,0
Blanco,2002-02-12,2002,0,0
Blanco,2002-02-13,2002,0,0
Blanco,2002-02-14,2002,0,0
Blanco,2002-02-15,2002,0,0
Blanco,2002-02-16,2002,0,0
Blanco,2002-02-17,2002,0,0
Blanco,2002-02-18,2002,0,0
Blanco,2002-02-19,2002,NA,0
Blanco,2002-02-20,2002,0.0038955793106381816,0.03937
Blanco,2002-02-21,2002,0,0
Blanco,2002-02-22,2002,0,0
Blanco,2002-02-23,2002,0,0
Blanco,2002-02-24,2002,0,0
Blanco,2002-02-25,2002,0,0
Blanco,2002-02-26,2002,0,0
Blanco,2002-02-27,2002,0,0
Blanco,2002-02-28,2002,0,0
Blanco,2002-03-01,2002,0.002060981848157059,0.03937
Blanco,2002-03-02,2002,0.0018129903188102191,0.019685
Blanco,2002-03-03,2002,2.765362265484704e-4,0.011811
Blanco,2002-03-04,2002,0,0
Blanco,2002-03-05,2002,0,0
Blanco,2002-03-06,2002,0,0
Blanco,2002-03-07,2002,0,0
Blanco,2002-03-08,2002,0,0
Blanco,2002-03-09,2002,0.0010709288993650363,0.035433000000000006
Blanco,2002-03-10,2002,8.984804240933474e-5,0.015748
Blanco,2002-03-11,2002,0.07007687796946184,0.208661
Blanco,2002-03-12,2002,0.01870173699868903,0.149606
Blanco,2002-03-13,2002,NA,0
Blanco,2002-03-14,2002,NA,0
Blanco,2002-03-15,2002,NA,0
Blanco,2002-03-16,2002,NA,0
Blanco,2002-03-17,2002,NA,0
Blanco,2002-03-18,2002,NA,0
Blanco,2002-03-19,2002,1.408332019000315e-4,0.011811
Blanco,2002-03-20,2002,0.613318815925338,1.114171
Blanco,2002-03-21,2002,0.0011802199265033965,0.03937
Blanco,2002-03-22,2002,0,0
Blanco,2002-03-23,2002,0,0
Blanco,2002-03-24,2002,0,0
Blanco,2002-03-25,2002,0,0
Blanco,2002-03-26,2002,4.385798744602745e-4,0.031496
Blanco,2002-03-27,2002,0,0
Blanco,2002-03-28,2002,0,0
Blanco,2002-03-29,2002,0,0
Blanco,2002-03-30,2002,0.3961661103594118,1.118108
Blanco,2002-03-31,2002,0.5908580624364187,1.669288
Blanco,2002-04-01,2002,0,0
Blanco,2002-04-02,2002,0,0
Blanco,2002-04-03,2002,0,0
Blanco,2002-04-04,2002,0,0
Blanco,2002-04-05,2002,0,0
Blanco,2002-04-06,2002,9.799752577786534e-4,0.051181000000000004
Blanco,2002-04-07,2002,0.0218293837611934,0.19291300000000003
Blanco,2002-04-08,2002,0.892762541097598,1.712595
Blanco,2002-04-09,2002,0,0
Blanco,2002-04-10,2002,0,0
Blanco,2002-04-11,2002,0,0
Blanco,2002-04-12,2002,0,0
Blanco,2002-04-13,2002,0,0
Blanco,2002-04-14,2002,0.04242247545956159,0.27165300000000003
Blanco,2002-04-15,2002,0.001611354764277285,0.031496
Blanco,2002-04-16,2002,0.060648874644680606,0.216535
Blanco,2002-04-17,2002,0.14026781137624772,0.456692
Blanco,2002-04-18,2002,0,0
Blanco,2002-04-19,2002,0,0
Blanco,2002-04-20,2002,0.004533350649825516,0.043307000000000005
Blanco,2002-04-21,2002,0,0
Blanco,2002-04-22,2002,0.015287219186443044,0.114173
Blanco,2002-04-23,2002,0,0
Blanco,2002-04-24,2002,0,0
Blanco,2002-04-25,2002,6.117837869155267e-4,0.019685
Blanco,2002-04-26,2002,0.00950784513345907,0.074803
Blanco,2002-04-27,2002,0,0
Blanco,2002-04-28,2002,0,0
Blanco,2002-04-29,2002,0,0
Blanco,2002-04-30,2002,0,0
Blanco,2002-05-01,2002,0,0
Blanco,2002-05-02,2002,0,0
Blanco,2002-05-03,2002,0,0
Blanco,2002-05-04,2002,0,0
Blanco,2002-05-05,2002,0,0
Blanco,2002-05-06,2002,0,0
Blanco,2002-05-07,2002,0,0
Blanco,2002-05-08,2002,0,0
Blanco,2002-05-09,2002,1.7902942328132672e-4,0.019685
Blanco,2002-05-10,2002,0,0
Blanco,2002-05-11,2002,0,0
Blanco,2002-05-12,2002,0,0
Blanco,2002-05-13,2002,0.05898033901724714,0.350393
Blanco,2002-05-14,2002,0.007544457308690238,0.09842500000000001
Blanco,2002-05-15,2002,0,0
Blanco,2002-05-16,2002,0,0
Blanco,2002-05-17,2002,0.027555281746895654,0.27559
Blanco,2002-05-18,2002,0.0034537599056212553,0.051181000000000004
Blanco,2002-05-19,2002,0,0
Blanco,2002-05-20,2002,0,0
Blanco,2002-05-21,2002,0,0
Blanco,2002-05-22,2002,0,0
Blanco,2002-05-23,2002,0,0
Blanco,2002-05-24,2002,0,0
Blanco,2002-05-25,2002,0,0
Blanco,2002-05-26,2002,0.3581767369285383,2.2834600000000003
Blanco,2002-05-27,2002,0,0
Blanco,2002-05-28,2002,0.5644859889624878,1.2952730000000001
Blanco,2002-05-29,2002,0,0
Blanco,2002-05-30,2002,0.10689017352450036,0.6259830000000001
Blanco,2002-05-31,2002,NA,0
Blanco,2002-06-01,2002,0,0
Blanco,2002-06-02,2002,0,0
Blanco,2002-06-03,2002,0,0
Blanco,2002-06-04,2002,0,0
Blanco,2002-06-05,2002,3.5053181543392677e-4,0.023622
Blanco,2002-06-06,2002,0.003690272996338606,0.21259800000000004
Blanco,2002-06-07,2002,0.0022400160404238085,0.062992
Blanco,2002-06-08,2002,4.795081985993298e-4,0.035433000000000006
Blanco,2002-06-09,2002,0.0046569011398934004,0.074803
Blanco,2002-06-10,2002,0.08370020121432681,0.7716520000000001
Blanco,2002-06-11,2002,0,0
Blanco,2002-06-12,2002,0,0
Blanco,2002-06-13,2002,0,0
Blanco,2002-06-14,2002,2.7143834997005227e-4,0.011811
Blanco,2002-06-15,2002,9.496591385176418e-5,0.019685
Blanco,2002-06-16,2002,0.502375508480239,0.8503920000000001
Blanco,2002-06-17,2002,0.15002232717678704,0.42913300000000004
Blanco,2002-06-18,2002,0,0
Blanco,2002-06-19,2002,0,0
Blanco,2002-06-20,2002,0.004544396082292815,0.14173200000000002
Blanco,2002-06-21,2002,0.005810919014958837,0.137795
Blanco,2002-06-22,2002,0,0
Blanco,2002-06-23,2002,0,0
Blanco,2002-06-24,2002,0,0
Blanco,2002-06-25,2002,0,0
Blanco,2002-06-26,2002,1.2230119302886574e-4,0.011811
Blanco,2002-06-27,2002,0.4890088562822078,1.81102
Blanco,2002-06-28,2002,0.002755457359546192,0.09842500000000001
Blanco,2002-06-29,2002,0.0847815117963877,1.665351
Blanco,2002-06-30,2002,3.3748672997318336,5.8425080000000005
Blanco,2002-07-01,2002,3.7277974737560537,10.562971000000001
Blanco,2002-07-02,2002,4.278162457684662,8.106283000000001
Blanco,2002-07-03,2002,4.180309457039658,9.759823
Blanco,2002-07-04,2002,1.364398214838502,5.4488080000000005
Blanco,2002-07-05,2002,2.852092934115684,5.818886000000001
Blanco,2002-07-06,2002,0.4108630046627256,1.291336
Blanco,2002-07-07,2002,0.3317930796582124,2.374011
Blanco,2002-07-08,2002,0.26033183350596434,1.196848
Blanco,2002-07-09,2002,0.13713174703340353,0.9251950000000001
Blanco,2002-07-10,2002,0.05505928791886507,0.37401500000000004
Blanco,2002-07-11,2002,0.012516882503808112,0.33070800000000006
Blanco,2002-07-12,2002,0.037326612763071663,1.551178
Blanco,2002-07-13,2002,0.1850940290293983,0.82677
Blanco,2002-07-14,2002,0.3726456676643272,1.2440920000000002
Blanco,2002-07-15,2002,0.13862849133957802,1.1811
Blanco,2002-07-16,2002,0.3607566567364115,1.5472409999999999
Blanco,2002-07-17,2002,0.8179251963813612,3.043301
Blanco,2002-07-18,2002,0.4466097503984376,1.81102
Blanco,2002-07-19,2002,0.0016451372356772933,0.023622
Blanco,2002-07-20,2002,0,0
Blanco,2002-07-21,2002,8.211439657868918e-4,0.031496
Blanco,2002-07-22,2002,2.3484185610157763e-4,0.019685
Blanco,2002-07-23,2002,0,0
Blanco,2002-07-24,2002,0,0
Blanco,2002-07-25,2002,0,0
Blanco,2002-07-26,2002,0,0
Blanco,2002-07-27,2002,0,0
Blanco,2002-07-28,2002,0,0
Blanco,2002-07-29,2002,0,0
Blanco,2002-07-30,2002,0.004460870574204207,0.188976
Blanco,2002-07-31,2002,0,0
Blanco,2002-08-01,2002,0,0
Blanco,2002-08-02,2002,0,0
Blanco,2002-08-03,2002,0,0
Blanco,2002-08-04,2002,0.0034265914219168895,0.03937
Blanco,2002-08-05,2002,0.0021211549106055923,0.07086600000000001
Blanco,2002-08-06,2002,0.3612403148048225,2.622042
Blanco,2002-08-07,2002,2.2059133605765955e-4,0.019685
Blanco,2002-08-08,2002,2.488867423654769e-4,0.035433000000000006
Blanco,2002-08-09,2002,0.37343337035014357,1.291336
Blanco,2002-08-10,2002,0.01028772030608321,0.19685000000000002
Blanco,2002-08-11,2002,0.29230525641240684,1.4999970000000002
Blanco,2002-08-12,2002,2.1624211822676337e-4,0.015748
